"numbers_id","release_date","production_budget","domestic_gross_revenue","worldwide_gross_revenue","year","imdb_id","production_budget_infAdj","domestic_gross_revenue_infAdj","worldwide_gross_revenue_infAdj","profit","profit_infAdj","roi","kim_id","mpaa","sex","violence","language","type","metacritic_rating","tmdb_rating","rt_rating","fa_rating","genres","genre_Action","genre_Adult","genre_Adventure","genre_Animation","genre_Biography","genre_Comedy","genre_Crime","genre_Documentary","genre_Drama","genre_Family","genre_Fantasy","genre_Film.Noir","genre_History","genre_Horror","genre_Music","genre_Musical","genre_Mystery","genre_News","genre_Romance","genre_Sci.Fi","genre_Sport","genre_Thriller","genre_War","genre_Western","genre_.N","genre__NULL","metacritic_rating_Zscore","tmdb_rating_Zscore","rt_rating_Zscore","fa_rating_Zscore","mean_Zscore","metacritic_rating_Norm","tmdb_rating_Norm","rt_rating_Norm","fa_rating_Norm","mean_Norm_score","tmdb_rating_x10","fa_rating_x10","years_since_first","release_season"
609,"2000-07-28",8.4e+07,123307945,166307945,2000,"tt0144528",147587757.822806,216651703.86057,292202579.888911,82307945,144614822.066105,0.979856488095238,3632,"PG-13",7,5,6,"Movie",38,5,27,3.5,"Comedy,Romance,Sci-Fi",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.94050186641098,-1.70196125155729,-0.95949340908144,-1.85086012733965,-1.36320416359734,17.3480096371976,4.43813161319949,19.0444145356662,3.20948391247989,11.0100099246358,50,35,63,"summer"
610,"2013-07-19",8.4e+07,53262560,141507355,2013,"tt1821694",107065027.622237,67887588.7813218,180362962.759817,57507355,73297935.1375805,0.684611369047619,4100,"PG-13",3,6,4,"Movie",47,6.5,44,5.4,"Action,Comedy,Crime",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.422511524005444,0.111998680145529,-0.339973054667637,-0.0729842820897918,-0.180867545154336,33.6325845508441,54.4587773460634,33.8156123822342,47.0909312613008,42.2494763851106,65,54,76,"summer"
611,"2006-06-23",82500000,137355633,237685089,2006,"tt0389860",123624634.947993,205824727.12334,356166452.850985,155185089,232541817.902992,1.88103138181818,939,"PG-13",6,4,5,"Movie",45,6.3,34,5.5,"Comedy,Drama,Fantasy",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.537620488984452,-0.129862644081514,-0.704396792558109,0.0205881308180949,-0.337822948701495,29.5419541043141,44.8337549829209,24.9747644683715,50.8212895652114,37.5429407802045,63,55,69,"summer"
612,"2006-12-15",82500000,82985708,143985708,2006,"tt0413895",123624634.947993,124352458.877585,215759764.717919,61485708,92135129.7699261,0.745281309090909,864,"G",1,2,1,"Movie",68,6.2,78,5.6,"Adventure,Comedy,Family",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786132608274138,-0.250793306195034,0.899067654159968,0.114160543725982,0.387141874991263,78.4105098768521,40.0986958552712,63.9804845222073,54.5444735542711,59.2585409521504,62,56,69,"holiday"
613,"2008-02-14",82500000,80172128,222640812,2008,"tt0489099",116438016.527035,113152528.061474,314228539.96665,140140812,197790523.439614,1.69867650909091,2679,"PG-13",4,6,5,"Movie",35,6.1,15,5.2,"Action,Adventure,Sci-Fi",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.11316531387949,-0.371723968308556,-1.39680189455001,-0.260129107905566,-0.785455071160905,13.2818718356905,35.504918881705,8.79037685060565,39.7382092862117,24.3288442135532,61,52,71,"early_year"
614,"2008-07-11",82500000,75986503,160388063,2008,"tt0411477",116438016.527035,107245062.935099,226366884.004039,77888063,109928867.477003,0.944097733333333,2176,"PG-13",2,7,4,"Movie",78,6.8,86,6,"Action,Adventure,Fantasy",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36167743316918,0.474790666486092,1.19060664447235,0.48845019535753,0.878881234871286,91.3350146927448,68.2531906874986,72.3166218034993,68.7384502489278,75.1608193581677,68,60,71,"summer"
615,"2005-05-27",8.2e+07,158119460,191558505,2005,"tt0398165",127040870.617744,244971144.634238,296777551.822359,109558505,169736681.204615,1.33607932926829,3004,"PG-13",5,6,5,"Movie",48,6.6,31,5.4,"Comedy,Crime,Sport",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.364957041515941,0.232929342259049,-0.813723913925251,-0.0729842820897918,-0.254683973817983,35.7571736794354,59.2091863397114,22.5016823687752,47.0909312613008,41.1397434123057,66,54,68,"summer"
616,"2010-08-13",8.2e+07,103068524,268268174,2010,"tt1320253",111855232.359594,140594557.32903,365941450.456757,186268174,254086218.097163,2.27156309756098,1551,"R",2,9,5,"Movie",45,6.2,42,5.4,"Action,Adventure,Thriller",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.537620488984452,-0.250793306195034,-0.412857802245732,-0.0729842820897918,-0.318563969878752,29.5419541043141,40.0986958552712,31.7378869448183,47.0909312613008,37.1173670414261,62,54,73,"summer"
617,"2020-02-05",8.2e+07,84158461,201005552,2020,"tt7713068",93862804.536,96333526.5230924,230084693.146668,119005552,136221888.610668,1.4512872195122,525,"R",4,8,10,"Movie",60,7,78,4.7,"Action,Comedy,Crime",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325696748358106,0.716651990713134,0.899067654159968,-0.727991172445001,0.303356305196552,62.7673097678389,76.3205571999798,63.9804845222073,23.3309495034187,56.5998252483612,70,47,83,"early_year"
618,"2021-07-01",8.2e+07,57300280,146281732,2021,"tt6932874",92722320,64792864.6128,165409531.27632,64281732,72687211.27632,0.78392356097561,643,"PG",1,3,2,"Movie",39,7.5,46,5,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.882947383921476,1.32130530128074,-0.267088307089543,-0.44727393372134,-0.0690010808629049,18.8632350246945,90.6800206463589,35.3970390309556,32.7338642538544,44.4185397389658,75,50,84,"summer"
620,"2003-05-23",8.1e+07,242704995,484468608,2003,"tt0315327",131779769.562037,394859361.884635,788187179.28742,403468608,656407409.725383,4.98109392592593,733,"PG-13",5,3,5,"Movie",46,6.7,48,5.5,"Comedy,Fantasy",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.480066006494948,0.353860004372571,-0.194203559511448,0.0205881308180949,-0.0749553577039327,31.559022943195,63.82780989876,37.0962314939435,50.8212895652114,45.8260884752775,67,55,66,"summer"
621,"2012-03-08",8e+07,408010692,677923379,2012,"tt1392170",104077403.518111,530808667.887347,881956313.381806,597923379,777878909.863694,7.4740422375,2356,"PG-13",3,7,3,"Movie",68,7.2,84,6.2,"Action,Adventure,Sci-Fi",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.786132608274138,0.958513314940176,1.11772189689425,0.675595021173304,0.884490710320467,78.4105098768521,83.1098009689373,70.1884253028264,75.0351098264455,76.6859614937653,72,62,75,"early_year"
622,"2022-06-16",8e+07,369695210,940441796,2022,"tt5113044",86400000,399270826.8,1015677139.68,860441796,929277139.68,10.75552245,3310,"PG",1,3,1,"Movie",56,7.5,70,5.8,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954788184000907,1.32130530128074,0.60752866384759,0.301305369541756,0.581404538267544,53.8032743071495,90.6800206463589,56.6032974427995,61.8409176616095,65.7318775144793,75,58,85,"summer"
624,"1996-05-21",8e+07,180981886,457697994,1996,"tt0117060",153651480.11977,347601683.234593,879074677.824369,377697994,725423197.704599,4.721224925,3327,"PG-13",1,5,3,"Movie",59,7,66,6.3,"Action,Adventure,Thriller",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.268142265868602,0.716651990713134,0.461759168691401,0.769167434081191,0.553930214838582,60.5705093406584,76.3205571999798,52.9104979811575,77.910303983235,66.9279671262576,70,63,59,"summer"
625,"2017-02-02",8e+07,175750384,310563096,2017,"tt4116284",97549606.4799489,214304759.973749,378691347.524933,230563096,281141741.044984,2.8820387,2897,"PG",1,3,2,"Movie",75,7.2,90,6.3,"Action,Adventure,Animation",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18901398570066,0.958513314940176,1.33637613962853,0.769167434081191,1.06326771858764,88.278291825997,83.1098009689373,76.6403095558546,77.910303983235,81.484676583506,72,63,80,"early_year"
626,"2015-09-23",8e+07,169700110,469747882,2015,"tt2510894",98897265.9994222,209785961.485015,580709765.48524,389747882,481812499.485818,4.871848525,2303,"PG",2,4,2,"Movie",44,6.8,55,5.7,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.595174971473956,0.474790666486092,0.060893057011882,0.207732956633869,0.0370604271644717,27.5863259290629,68.2531906874986,43.5565275908479,58.2281258354906,49.406042510725,68,57,78,"fall"
627,"1992-06-18",8e+07,162833635,266824291,1992,"tt0103776",171930072.256374,349949982.891476,573438995.392323,186824291,401508923.135949,2.3353036375,388,"PG-13",2,4,2,"Movie",68,6.9,81,6.4,"Action,Crime,Fantasy",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786132608274138,0.595721328599613,1.00839477552711,0.862739846989079,0.813247139847485,78.4105098768521,72.4319296357409,67.0760430686406,80.585974065783,74.6261141617541,69,64,55,"summer"
628,"2019-05-24",8e+07,158874395,446109612,2019,"tt5113040",93230947.607904,185150129.956031,519890273.29693,366109612,426659325.689026,4.57637015,4370,"PG",1,3,2,"Movie",55,7,60,5.6,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379243359105868,0.716651990713134,0.243104925957118,0.114160543725982,0.277960449076705,51.512599512367,76.3205571999798,47.350269179004,54.5444735542711,57.4319748614055,70,56,82,"summer"
629,"1999-05-07",8e+07,155385488,416385488,1999,"tt0120616",143638028.303929,278990814.042048,747609881.383616,336385488,603971853.079687,4.2048186,3440,"PG-13",3,6,3,"Movie",48,6.9,61,6.2,"Action,Adventure,Fantasy",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.364957041515941,0.595721328599613,0.279547299746165,0.675595021173304,0.296476652000786,35.7571736794354,72.4319296357409,48.0989232839838,75.0351098264455,57.8307841064014,69,62,62,"summer"
630,"2006-05-19",8e+07,155019340,343397247,2006,"tt0327084",119878433.888963,232293446.271259,514574052.151768,263397247,394695618.262805,3.2924655875,3742,"PG",2,3,2,"Movie",67,6.5,75,6.1,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728578125784634,0.111998680145529,0.789740532792826,0.582022608265417,0.553084986747101,76.6870118502098,54.4587773460634,61.313930013459,71.9724273713081,66.1080366452601,65,61,69,"summer"
631,"2002-06-21",8e+07,145771527,245799997,2002,"tt0275847",132222289.282048,240928062.650999,406252978.860757,165799997,274030689.578709,2.0724999625,2945,"PG",1,3,1,"Movie",73,7.5,87,6.3,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07390502072166,1.32130530128074,1.22704901826139,0.769167434081191,1.09785669358625,85.8567373573109,90.6800206463589,73.3849259757739,77.910303983235,81.9579969906697,75,63,65,"summer"
632,"1998-05-08",8e+07,140464664,349464664,1998,"tt0120647",145864417.74264,256109955.347194,637180746.699841,269464664,491316328.957201,3.3683083,1211,"PG-13",1,5,5,"Movie",40,6.2,44,5.1,"Action,Drama,Sci-Fi",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.825392901431972,-0.250793306195034,-0.339973054667637,-0.353701520813454,-0.442465195777024,20.4574281848927,40.0986958552712,33.8156123822342,36.1781291371701,32.6374663898921,62,51,61,"summer"
633,"2013-07-12",8e+07,133668525,247023808,2013,"tt2191701",101966692.973559,170371718.111293,314852509.843691,167023808,212885816.870132,2.0877976,2049,"PG-13",6,5,5,"Movie",19,6.1,8,4.1,"Comedy",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.03403703371155,-0.371723968308556,-1.65189851107334,-1.28942564989232,-1.33677129074644,2.09739308352906,35.504918881705,3.12079407806191,9.86250744602356,12.6464033723299,61,41,76,"summer"
635,"2008-06-20",8e+07,130319208,226739416,2008,"tt0425061",112909591.783792,183928607.210838,320013186.273192,146739416,207103594.4894,1.8342427,1874,"PG-13",4,5,4,"Movie",54,6.2,51,5.2,"Action,Adventure,Comedy",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196301465789171,-0.250793306195034,-0.0848764381443068,-0.260129107905566,-0.153857249705956,49.2169207485485,40.0986958552712,39.8384925975774,39.7382092862117,42.2230796219022,62,52,71,"summer"
636,"2005-03-11",8e+07,128200012,260636271,2005,"tt0358082",123942312.797799,198617574.84982,403798277.834174,180636271,279855965.036375,2.2579533875,4203,"PG",3,3,3,"Movie",64,6.4,64,6,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555914678316122,-0.00893198196799186,0.388874421113307,0.48845019535753,0.356076828204742,71.086540830049,49.6436702125411,50.9673620457604,68.7384502489278,60.1090058343196,64,60,68,"early_year"
637,"2010-02-19",8e+07,128012934,299461782,2010,"tt1130884",109127055.96058,174620932.6537,408492283.029612,219461782,299365227.069032,2.743272275,4476,"R",7,9,6,"Movie",63,8.2,68,7.6,"Mystery,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.498360195826618,2.16781993607539,0.534643916269496,1.98560880188372,1.29660821251381,69.088490660388,98.4913805306515,54.8536339165545,97.6461610819696,80.0199165473909,82,76,73,"early_year"
638,"2003-12-12",8e+07,124685242,266685242,2003,"tt0337741",130152858.826704,202851758.747492,433873083.164891,186685242,303720224.338188,2.333565525,4603,"PG-13",6,2,5,"Movie",66,6.6,72,6.2,"Comedy,Drama,Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.67102364329513,0.232929342259049,0.680413411425684,0.675595021173304,0.564990354538292,74.8897266122274,59.2091863397114,58.5043741588156,75.0351098264455,66.9095992343,66,62,66,"holiday"
639,"2008-11-26",8e+07,120146040,168311558,2008,"tt0369436",112909591.783792,169570504.135489,237549866.328425,88311558,124640274.544633,1.103894475,1765,"PG-13",6,4,4,"Movie",41,5.8,25,4.4,"Comedy,Drama,Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.767838418942468,-0.734515954649119,-1.03237815665953,-1.00870841116866,-0.885860235354946,22.1291593283382,23.1317169974659,17.2526917900404,15.6557248353161,19.5423232377902,58,44,71,"holiday"
640,"1997-06-27",8e+07,112276146,241199984,1997,"tt0119094",149277645.117818,209503983.472304,450072070.174691,161199984,300794425.056874,2.0149998,1572,"R",3,9,8,"Movie",82,7,92,6.1,"Action,Crime,Sci-Fi",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.59189536312719,0.716651990713134,1.40926088720663,0.582022608265417,1.07495771232809,94.4295891194837,76.3205571999798,79.1806864064603,71.9724273713081,80.475815024308,70,61,60,"summer"
641,"2008-12-25",8e+07,110101975,221468935,2008,"tt0960731",112909591.783792,155394613.147991,312574588.045515,141468935,199664996.261723,1.7683616875,428,"PG",3,3,2,"Movie",33,6.1,27,5.1,"Adventure,Comedy,Family",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2282742788585,-0.371723968308556,-0.95949340908144,-0.353701520813454,-0.728298294265487,10.9672011556515,35.504918881705,19.0444145356662,36.1781291371701,25.4236659275482,61,51,71,"holiday"
643,"2011-02-11",8e+07,103028109,214974953,2011,"tt1564367",107366249.469284,138271770.665532,288513180.418069,134974953,181146930.948785,1.6871869125,2701,"PG-13",7,3,4,"Movie",33,6.7,19,5.2,"Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.2282742788585,0.353860004372571,-1.25103239939382,-0.260129107905566,-0.596393945446328,10.9672011556515,63.82780989876,12.1130551816958,39.7382092862117,31.6615688805798,67,52,74,"early_year"
644,"2003-02-14",8e+07,102543518,182782518,2003,"tt0287978",130152858.826704,166829150.273094,297370840.765543,102782518,167217981.938839,1.284781475,1138,"PG-13",4,6,4,"Movie",42,5.2,43,4.3,"Action,Crime",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.710283936452964,-1.46009992733024,-0.376415428456684,-1.10228082407655,-0.912270029079111,23.8764039547039,7.21313062996493,32.7977792732167,13.5169801680776,19.3510735064908,52,43,66,"early_year"
645,"2008-09-26",8e+07,101440743,180585259,2008,"tt1059786",112909591.783792,143170411.029682,254872598.448254,100585259,141963006.664462,1.2573157375,1417,"PG-13",2,6,5,"Movie",43,6.4,26,5.7,"Action,Mystery,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.65272945396346,-0.00893198196799186,-0.995935782870487,0.207732956633869,-0.362466065542017,25.6965355237858,49.6436702125411,18.1779946164199,58.2281258354906,37.9365815470593,64,57,71,"fall"
646,"1997-06-06",8e+07,101117573,224117573,1997,"tt0118880",149277645.117818,188682414.718363,418196794.087007,144117573,268919148.96919,1.8014696625,993,"R",2,8,8,"Movie",52,6.7,58,5.8,"Action,Crime,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.134739111557925,0.353860004372571,0.170220178379024,0.301305369541756,0.172661610183856,44.6409074295045,63.82780989876,46.0296096904441,61.8409176616095,54.0848111700795,67,58,60,"summer"
647,"2010-12-17",8e+07,100246011,204774690,2010,"tt1302067",109127055.96058,136744400.652774,279330738.186755,124774690,170203682.226175,1.559683625,5570,"PG",2,4,2,"Movie",35,5.6,13,3.7,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11316531387949,-0.976377278876161,-1.4696866421281,-1.66371530152387,-1.30573613410191,13.2818718356905,16.4438768387445,6.92294751009421,4.80846684747123,10.3642907580001,56,37,73,"holiday"
648,"2003-12-25",8e+07,95632614,165173909,2003,"tt0159365",130152858.826704,155585726.364633,268723205.749147,85173909,138570346.922444,1.0646738625,972,"R",7,7,4,"Movie",73,6.9,70,6.6,"Adventure,Drama,Romance",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.07390502072166,0.595721328599613,0.60752866384759,1.04988467280485,0.831759921493428,85.8567373573109,72.4319296357409,56.6032974427995,85.3114430356403,75.0508518678729,69,66,66,"holiday"
650,"1997-11-26",8e+07,92993801,177993801,1997,"tt0119137",149277645.117818,173523695.297937,332131193.235618,97993801,182853548.117801,1.2249225125,1727,"PG",2,4,1,"Movie",37,5.6,23,4.3,"Comedy,Family,Sci-Fi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.998056348900484,-0.976377278876161,-1.10526290423763,-1.10228082407655,-1.04549433902271,15.9126017651965,16.4438768387445,15.8395020188425,13.5169801680776,15.4282401977153,56,43,60,"holiday"
651,"1999-07-23",8e+07,91188905,180188905,1999,"tt0171363",143638028.303929,163727431.467429,323524737.95555,100188905,179886709.651621,1.2523613125,2148,"PG-13",1,7,3,"Movie",42,5.4,17,4.4,"Fantasy,Horror,Mystery",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.710283936452964,-1.2182386031032,-1.32391714697191,-1.00870841116866,-1.06528702442419,23.8764039547039,11.1566656979846,10.3633916554509,15.6557248353161,15.2630465358639,54,44,62,"summer"
652,"1996-11-15",8e+07,90463534,250180384,1996,"tt0117705",153651480.11977,173748198.699564,480507328.731654,170180384,326855848.611885,2.1272548,4637,"PG",1,2,1,"Movie",59,6.8,43,5.7,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268142265868602,0.474790666486092,-0.376415428456684,0.207732956633869,0.14356261513297,60.5705093406584,68.2531906874986,32.7977792732167,58.2281258354906,54.9624012842161,68,57,59,"holiday"
653,"2014-10-17",8e+07,85817906,210315681,2014,"tt2713180",100499401.708613,107808102.611075,264207501.380493,130315681,163708099.671881,1.6289460125,1832,"R",4,8,10,"Movie",64,7.5,76,6.6,"Action,Drama,War",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.555914678316122,1.32130530128074,0.826182906581873,1.04988467280485,0.938321889745897,71.086540830049,90.6800206463589,62.2981157469717,85.3114430356403,77.344030064755,75,66,77,"fall"
654,"2018-09-21",8e+07,83240103,214244195,2018,"tt6182908",95505782.7295368,99373889.8937784,255769494.234182,134244195,160263711.504645,1.6780524375,4560,"PG",1,3,1,"Movie",60,6.8,76,5.9,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325696748358106,0.474790666486092,0.826182906581873,0.394877782449643,0.505387025968929,62.7673097678389,68.2531906874986,62.2981157469717,65.3533456306306,64.667990458235,68,59,81,"fall"
655,"2006-02-10",8e+07,82226474,158926474,2006,"tt0383216",119878433.888963,123214761.591644,238148210.082688,78926474,118269776.193725,0.986580925,3873,"PG",4,4,2,"Movie",38,5.8,21,4.3,"Adventure,Comedy,Crime",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.94050186641098,-0.734515954649119,-1.17814765181572,-1.10228082407655,-0.988861574238093,17.3480096371976,23.1317169974659,13.9804845222073,13.5169801680776,16.9942978312371,58,43,69,"early_year"
657,"2008-12-12",8e+07,79366978,237370350,2008,"tt0970416",112909591.783792,112016163.588665,335017366.500948,157370350,222107774.717156,1.967129375,1172,"PG-13",1,6,2,"Movie",40,5.6,20,4.6,"Adventure,Drama,Sci-Fi",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.825392901431972,-0.976377278876161,-1.21459002560477,-0.821563585352889,-0.959480947816448,20.4574281848927,16.4438768387445,12.9542395693136,20.5662660681221,17.6054526652682,56,46,71,"holiday"
658,"1997-08-08",8e+07,76118990,142783718,1997,"tt0118883",149277645.117818,142035794.699334,266430214.802582,62783718,117152569.684764,0.784796475,1012,"R",1,6,5,"Movie",49,6.6,57,6,"Action,Mystery,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.307402559026437,0.232929342259049,0.133777804589976,0.48845019535753,0.13693869579503,37.9268490303904,59.2091863397114,45.1884253028264,68.7384502489278,52.765727730464,66,60,60,"summer"
659,"1998-06-12",8e+07,74339294,164800000,1998,"tt0120828",145864417.74264,135543222.933862,300480700.549838,84800000,154616282.807198,1.06,4525,"PG-13",3,4,6,"Movie",51,6,37,5.1,"Action,Adventure,Comedy",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.192293594047429,-0.492654630422077,-0.595069671190968,-0.353701520813454,-0.408429854118482,42.3756117987949,31.112832004005,27.3048452220727,36.1781291371701,34.2428545405107,60,51,61,"summer"
660,"2002-05-24",8e+07,73215310,106515310,2002,"tt0166813",132222289.282048,121008698.733685,176046226.647338,26515310,43823937.3652898,0.331441375,4670,"G",1,3,0,"Movie",52,7.7,69,6.2,"Adventure,Animation,Drama",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134739111557925,1.56316662550778,0.571086290058543,0.675595021173304,0.668777206295426,44.6409074295045,94.0993296043609,55.7537012113055,75.0351098264455,67.3822620179041,77,62,65,"summer"
661,"2001-06-08",8e+07,69772969,147080413,2001,"tt0244244",135964180.06873,118582806.513074,249970846.97144,67080413,114006666.90271,0.8385051625,4849,"R",7,7,8,"Movie",32,6.2,25,6,"Action,Crime,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.285828761348,-0.250793306195034,-1.03237815665953,0.48845019535753,-0.52013750721126,9.92514150953451,40.0986958552712,17.2526917900404,68.7384502489278,34.0037448509435,62,60,64,"summer"
663,"1998-04-03",8e+07,69117629,136047317,1998,"tt0120738",145864417.74264,126022533.87296,248055783.495667,56047317,102191365.753027,0.7005914625,3032,"PG-13",1,4,3,"Movie",42,5.4,28,4.5,"Action,Adventure,Family",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.710283936452964,-1.2182386031032,-0.923051035292393,-0.915135998260776,-0.941677393277334,23.8764039547039,11.1566656979846,19.9613055181696,18.0060119413128,18.2500967780427,54,45,61,"early_year"
664,"2004-07-30",8e+07,65948711,96135872,2004,"tt0368008",127263966.78078,104911182.074241,152932905.258116,16135872,25668938.4773365,0.2016984,3136,"R",4,8,5,"Movie",76,6.5,80,6,"Drama,Mystery,Sci-Fi",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.24656846819017,0.111998680145529,0.971952401738062,0.48845019535753,0.704742436357822,89.3722115266599,54.4587773460634,66.0666218034993,68.7384502489278,69.6590152312876,65,60,67,"summer"
665,"2006-11-22",8e+07,64038616,181038616,2006,"tt0453467",119878433.888963,95960612.4312087,271282821.993817,101038616,151404388.104854,1.2629827,1218,"PG-13",4,7,4,"Movie",59,6.8,56,6.2,"Action,Crime,Sci-Fi",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.268142265868602,0.474790666486092,0.0973354308009292,0.675595021173304,0.378965846082232,60.5705093406584,68.2531906874986,44.3556527590848,75.0351098264455,62.0536156534218,68,62,69,"holiday"
666,"2005-06-24",8e+07,63313159,131159306,2005,"tt0374536",123942312.797799,98089741.9624348,203202346.632428,51159306,79260033.8346289,0.639491325,483,"PG-13",4,3,3,"Movie",34,5,24,3.5,"Comedy,Fantasy,Romance",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.170719796369,-1.70196125155729,-1.06882053044858,-1.85086012733965,-1.44809042642863,12.085571262526,4.43813161319949,16.4703903095559,3.20948391247989,9.0508942744403,50,35,68,"summer"
